SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Electric Conductivity (μS/cm),Colour,Odour,Turbidity (NTU),Temperature (ºC),Total Solids (mg/L)
4293,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,01-01-1997 08:00,901,"","","",22.5,""
4294,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,01-02-1997 08:00,1250,"","","",20.5,""
4295,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,01-03-1997 08:00,1000,"","","",24,""
4296,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,01-10-1997 08:00,614,"","","",27,""
4297,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,01-11-1997 08:00,372,"","","",26,""
4298,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,01-12-1997 08:00,793,"","","",27,""
4299,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,01-01-1998 08:00,998,"","","",26,""
4300,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,01-08-1998 08:00,777,"","","",27,""
4301,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,01-09-1998 08:00,903,"","","",27,""
4302,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,01-10-1998 08:00,669,"","","",27.5,""
4303,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,01-11-1998 08:00,831,"","","",25,""
4304,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,01-12-1998 08:00,910,"","","",26,""
4305,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,01-01-1999 08:00,960,"","","",22,""
4306,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,01-02-1999 08:00,906,"","","",23,""
4307,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,01-09-1999 08:00,731,"","","",26,""
4308,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,01-10-1999 08:00,435,"","","",24,""
4309,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,01-11-1999 08:00,890,"","","",31,""
4310,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,01-12-1999 08:00,807,"","","",25,""
4311,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,01-01-2000 08:00,1070,"","","",22,""
4312,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,02-11-2005 09:00,714,Light Brown,odour free,"",27.5,""
4313,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,10-08-2008 09:45,552,Brown,odour free,"",26,""
4314,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,01-09-2008 09:30,405,Light Brown,odour free,"",28.5,""
4315,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,03-10-2008 08:30,836,Light Brown,odour free,"",28,""
4316,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,01-11-2008 09:30,795,Clear,odour free,"",25,""
4317,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,01-12-2008 09:30,676,Clear,odour free,"",25.5,""
4318,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,01-01-2009 09:00,705,Clear,odour free,"",23,""
4319,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,12-10-2009 08:00,528,Light Brown,odour free,"",29,""
4320,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,04-11-2009 08:45,992,Clear,odour free,"",24,""
4321,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,01-12-2009 08:45,791,Clear,odour free,"",24,""
4322,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,01-01-2010 08:00,798,Clear,odour free,"",24.5,""
4323,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,12-07-2010 08:45,250,Light Brown,odour free,"",26,""
4324,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,04-03-2011 08:30,605,Clear,odour free,"",25,""
4325,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,22-08-2011 11:40,173,Light Brown,odour free,"",28,""
4326,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,26-08-2012 08:00,207,Light Brown,odour free,"",27,""
4327,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,15-09-2013 09:30,168,Brown,odour free,"",27,""
4328,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,06-10-2017 08:00,231,Brown,Odour free,"",26.5,""
4329,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,25-09-2019 08:00,197,Brown,odour free,"",26,""
4330,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,04-10-2019 08:00,214,Brown,odour free,"",26,""
4331,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,10-01-2020 12:20,"","","","","",""
4332,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,05-10-2020 08:00,593.4,Light Brown,odour free,63,26,""
4333,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,02-11-2020 08:00,705.7,Clear,Odour free,103.22,26,""
4334,Tadipatri,CWC,28,Andhra Pradesh,502,ANANTAPUR,TADIPATRI,-,-,Pennar,Pennar,-,-,-,Pennar,14.92194444,78.01638889,02-12-2020 08:00,742.9,Clear,Odour free,65.7,25,""
4335,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-01-1972 08:00,479,Clear,odour free,"",25,""
4336,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-01-1972 08:00,479,Clear,odour free,"",25,""
4337,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-03-1972 08:00,513,Clear,odour free,"",26,""
4338,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-03-1972 08:00,524,Clear,odour free,"",26,""
4339,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-04-1972 08:00,508,Clear,odour free,"",26.8,""
4340,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-04-1972 08:00,239,Clear,odour free,"",25.8,""
4341,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-05-1972 08:00,457,Clear,odour free,"",27.6,""
4342,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-05-1972 08:00,457,Clear,odour free,"",28.8,""
4343,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-09-1972 08:00,290,Clear,odour free,"",28.5,""
4344,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-09-1972 08:00,296,Clear,odour free,"",28,""
4345,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-10-1972 08:00,383,Clear,odour free,"",28.5,""
4346,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-10-1972 08:00,383,Clear,odour free,"",28.5,""
4347,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-11-1972 08:00,419,Clear,odour free,"",26.5,""
4348,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-11-1972 08:00,419,Clear,odour free,"",27.8,""
4349,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-12-1972 08:00,503,Clear,odour free,"",27.5,""
4350,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-12-1972 08:00,503,Clear,odour free,"",27.5,""
4351,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-01-1973 08:00,503,Clear,odour free,"",27,""
4352,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-01-1973 08:00,503,Clear,odour free,"",27,""
4353,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-02-1973 08:00,503,Clear,odour free,"",27,""
4354,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-02-1973 08:00,503,Clear,odour free,"",27.5,""
4355,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-03-1973 08:00,503,Clear,odour free,"",27.5,""
4356,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-03-1973 08:00,503,Clear,odour free,"",27,""
4357,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,02-04-1973 08:00,503,Clear,odour free,"",26,""
4358,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,16-04-1973 08:00,503,Clear,odour free,"",28,""
4359,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-05-1973 08:00,503,Clear,odour free,"",26,""
4360,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-05-1973 08:00,503,Clear,odour free,"",27,""
4361,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-06-1973 08:00,490,Clear,odour free,"",26,""
4362,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-06-1973 08:00,419,Clear,odour free,"",25.5,""
4363,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-07-1973 08:00,296,Clear,odour free,"",25,""
4364,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-07-1973 08:00,383,Clear,odour free,"",23.5,""
4365,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-08-1973 08:00,229,Clear,odour free,"",26,""
4366,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,16-08-1973 08:00,229,Clear,odour free,"",24,""
4367,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-09-1973 08:00,210,Clear,odour free,"",25.5,""
4368,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-09-1973 08:00,201,Clear,odour free,"",26,""
4369,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-10-1973 08:00,201,Clear,odour free,"",25,""
4370,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-10-1973 08:00,219,Clear,odour free,"",26,""
4371,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-11-1973 08:00,265,Clear,odour free,"",25,""
4372,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-11-1973 08:00,336,Clear,odour free,"",27.5,""
4373,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-12-1973 08:00,383,Clear,odour free,"",25,""
4374,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-12-1973 08:00,457,Clear,odour free,"",23,""
4375,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-01-1974 08:00,419,Clear,odour free,"",22,""
4376,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-01-1974 08:00,419,Clear,odour free,"",23,""
4377,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-02-1974 08:00,503,Clear,odour free,"",25,""
4378,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-02-1974 08:00,503,Clear,odour free,"",25,""
4379,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-03-1974 08:00,503,Clear,odour free,"",25,""
4380,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-03-1974 08:00,503,Clear,odour free,"",25,""
4381,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,02-04-1974 08:00,559,Clear,odour free,"",26,""
4382,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-04-1974 08:00,559,Clear,odour free,"",25,""
4383,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-06-1974 08:00,503,Clear,odour free,"",25.5,""
4384,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-06-1974 08:00,503,Clear,odour free,"",24,""
4385,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-07-1974 08:00,383,Clear,odour free,"",26.5,""
4386,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-07-1974 08:00,402,Clear,odour free,"",26,""
4387,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-08-1974 08:00,314,Clear,odour free,"",26,""
4388,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-08-1974 08:00,252,Clear,odour free,"",26,""
4389,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-09-1974 08:00,252,Clear,odour free,"",25.5,""
4390,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-09-1974 08:00,336,Clear,odour free,"",26.5,""
4391,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-10-1974 08:00,219,Clear,odour free,"",27.5,""
4392,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-10-1974 08:00,239,Clear,odour free,"",25.5,""
4393,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-11-1974 08:00,296,Clear,odour free,"",28.5,""
4394,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-11-1974 08:00,336,Clear,odour free,"",27.5,""
4395,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,02-12-1974 08:00,419,Clear,odour free,"",26,""
4396,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,16-12-1974 08:00,419,Clear,odour free,"",25,""
4397,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-01-1975 08:00,419,Clear,odour free,"",25.5,""
4398,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-01-1975 08:00,419,Clear,odour free,"",25.5,""
4399,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-02-1975 08:00,419,Clear,odour free,"",27,""
4400,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-02-1975 08:00,457,Clear,odour free,"",26.5,""
4401,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-03-1975 08:00,503,Clear,odour free,"",27,""
4402,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-03-1975 08:00,503,Clear,odour free,"",28,""
4403,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-04-1975 08:00,503,Clear,odour free,"",30,""
4404,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-04-1975 08:00,503,Clear,odour free,"",31,""
4405,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-05-1975 08:00,419,Clear,odour free,"",30.5,""
4406,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-05-1975 08:00,457,Clear,odour free,"",29,""
4407,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-06-1975 08:00,457,Clear,odour free,"",30.5,""
4408,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-06-1975 08:00,438,Clear,odour free,"",30,""
4409,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-07-1975 08:00,383,Clear,odour free,"",28.5,""
4410,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-07-1975 08:00,314,Clear,odour free,"",30.5,""
4411,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-08-1975 08:00,252,Clear,odour free,"",30,""
4412,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,16-08-1975 08:00,229,Clear,odour free,"",30,""
4413,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-09-1975 08:00,229,Clear,odour free,"",31,""
4414,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,16-09-1975 08:00,252,Clear,odour free,"",30.5,""
4415,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-10-1975 08:00,280,Clear,odour free,"",30,""
4416,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,15-10-1975 08:00,280,Clear,odour free,"",26,""
4417,Vijayawada,CWC,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,-,-,-,Krishna,16.50111111,80.62500000,01-11-1975 08:00,383,Clear,odour free,"",29.5,""
